Election Year,County,Race,Gender,Voted,Registered
11/1/2014,CATOOSA,BLACK,FEMALE,117,409
11/1/2014,CATOOSA,BLACK,UNKNOWN,0,1
11/1/2014,CATOOSA,WHITE,MALE,6373,16263
11/1/2014,CATOOSA,WHITE,FEMALE,6881,19513
11/1/2014,CATOOSA,WHITE,UNKNOWN,3,5
11/1/2014,CATOOSA,ASIA-PI,MALE,12,107
11/1/2014,CATOOSA,ASIA-PI,FEMALE,20,115
11/1/2014,CATOOSA,ASIA-PI,UNKNOWN,0,1
11/1/2014,CATOOSA,HISP-LT,MALE,14,118
11/1/2014,CATOOSA,HISP-LT,FEMALE,37,148
11/1/2014,CATOOSA,HISP-LT,UNKNOWN,0,0
11/1/2014,CATOOSA,NATIVE-AM,MALE,0,7
11/1/2014,CATOOSA,NATIVE-AM,FEMALE,2,7
11/1/2014,CATOOSA,NATIVE-AM,UNKNOWN,0,0
11/1/2014,CATOOSA,OTHER,MALE,15,90
11/1/2014,CATOOSA,OTHER,FEMALE,14,102
11/1/2014,CATOOSA,OTHER,UNKNOWN,0,0
11/1/2014,CATOOSA,UNKNOWN,MALE,338,1406
11/1/2014,CATOOSA,UNKNOWN,FEMALE,333,1514
11/1/2014,CATOOSA,UNKNOWN,UNKNOWN,1,3
11/1/2014,CHARLTON,BLACK,MALE,165,546
11/1/2014,CHARLTON,BLACK,FEMALE,232,734
11/1/2014,CHARLTON,BLACK,UNKNOWN,0,0
11/1/2014,CHARLTON,WHITE,MALE,746,1853
11/1/2014,CHARLTON,WHITE,FEMALE,816,2128
11/1/2014,CHARLTON,WHITE,UNKNOWN,0,0
11/1/2014,CHARLTON,ASIA-PI,MALE,7,13
11/1/2014,CHARLTON,ASIA-PI,FEMALE,2,5
11/1/2014,CHARLTON,ASIA-PI,UNKNOWN,0,0
11/1/2014,CHARLTON,HISP-LT,MALE,0,5
11/1/2014,CHARLTON,HISP-LT,FEMALE,0,11
11/1/2014,CHARLTON,HISP-LT,UNKNOWN,0,0
11/1/2014,CHARLTON,NATIVE-AM,MALE,0,3
11/1/2014,CHARLTON,NATIVE-AM,FEMALE,0,2
11/1/2014,CHARLTON,NATIVE-AM,UNKNOWN,0,0
11/1/2014,CHARLTON,OTHER,MALE,1,8
11/1/2014,CHARLTON,OTHER,FEMALE,3,18
11/1/2014,CHARLTON,OTHER,UNKNOWN,0,0
11/1/2014,CHARLTON,UNKNOWN,MALE,71,295
11/1/2014,CHARLTON,UNKNOWN,FEMALE,62,235
11/1/2014,CHARLTON,UNKNOWN,UNKNOWN,0,0
11/1/2014,CHATHAM,BLACK,MALE,9189,27865
11/1/2014,CHATHAM,BLACK,FEMALE,17133,38576
11/1/2014,CHATHAM,BLACK,UNKNOWN,4,13
11/1/2014,CHATHAM,WHITE,MALE,19590,42733
11/1/2014,CHATHAM,WHITE,FEMALE,21390,49298
11/1/2014,CHATHAM,WHITE,UNKNOWN,2,8
11/1/2014,CHATHAM,ASIA-PI,MALE,148,813
11/1/2014,CHATHAM,ASIA-PI,FEMALE,158,892
11/1/2014,CHATHAM,ASIA-PI,UNKNOWN,0,1
11/1/2014,CHATHAM,HISP-LT,MALE,186,1237
11/1/2014,CHATHAM,HISP-LT,FEMALE,225,1532
11/1/2014,CHATHAM,HISP-LT,UNKNOWN,0,2
11/1/2014,CHATHAM,NATIVE-AM,MALE,9,62
11/1/2014,CHATHAM,NATIVE-AM,FEMALE,16,59
11/1/2014,CHATHAM,NATIVE-AM,UNKNOWN,0,0
11/1/2014,CHATHAM,OTHER,MALE,168,772
11/1/2014,CHATHAM,OTHER,FEMALE,223,1066
11/1/2014,CHATHAM,OTHER,UNKNOWN,0,1
11/1/2014,CHATHAM,UNKNOWN,MALE,1008,4648
11/1/2014,CHATHAM,UNKNOWN,FEMALE,1079,4699
11/1/2014,CHATHAM,UNKNOWN,UNKNOWN,11,74
11/1/2014,CHATTAHOOCHEE,BLACK,MALE,99,447
11/1/2014,CHATTAHOOCHEE,BLACK,FEMALE,165,591
11/1/2014,CHATTAHOOCHEE,BLACK,UNKNOWN,0,0
11/1/2014,CHATTAHOOCHEE,WHITE,MALE,213,1021
11/1/2014,CHATTAHOOCHEE,WHITE,FEMALE,205,1134
11/1/2014,CHATTAHOOCHEE,WHITE,UNKNOWN,0,0
11/1/2014,CHATTAHOOCHEE,ASIA-PI,MALE,1,25
11/1/2014,CHATTAHOOCHEE,ASIA-PI,FEMALE,2,28
11/1/2014,CHATTAHOOCHEE,ASIA-PI,UNKNOWN,0,0
11/1/2014,CHATTAHOOCHEE,HISP-LT,MALE,1,91
11/1/2014,CHATTAHOOCHEE,HISP-LT,FEMALE,1,82
11/1/2014,CHATTAHOOCHEE,HISP-LT,UNKNOWN,0,0
11/1/2014,CHATTAHOOCHEE,NATIVE-AM,MALE,0,0
11/1/2014,CHATTAHOOCHEE,NATIVE-AM,FEMALE,0,2
11/1/2014,CHATTAHOOCHEE,NATIVE-AM,UNKNOWN,0,0
11/1/2014,CHATTAHOOCHEE,OTHER,MALE,2,39
11/1/2014,CHATTAHOOCHEE,OTHER,FEMALE,2,33
11/1/2014,CHATTAHOOCHEE,OTHER,UNKNOWN,0,0
11/1/2014,CHATTAHOOCHEE,UNKNOWN,MALE,9,106
11/1/2014,CHATTAHOOCHEE,UNKNOWN,FEMALE,12,115
11/1/2014,CHATTAHOOCHEE,UNKNOWN,UNKNOWN,0,0
11/1/2014,CHATTOOGA,BLACK,MALE,144,451
11/1/2014,CHATTOOGA,BLACK,FEMALE,224,574
11/1/2014,CHATTOOGA,BLACK,UNKNOWN,0,0
11/1/2014,CHATTOOGA,WHITE,MALE,2219,5078
11/1/2014,CHATTOOGA,WHITE,FEMALE,2192,6011
11/1/2014,CHATTOOGA,WHITE,UNKNOWN,0,1
11/1/2014,CHATTOOGA,ASIA-PI,MALE,1,16
11/1/2014,CHATTOOGA,ASIA-PI,FEMALE,5,18
11/1/2014,CHATTOOGA,ASIA-PI,UNKNOWN,0,0
11/1/2014,CHATTOOGA,HISP-LT,MALE,4,50
11/1/2014,CHATTOOGA,HISP-LT,FEMALE,1,27
11/1/2014,CHATTOOGA,HISP-LT,UNKNOWN,0,0
11/1/2014,CHATTOOGA,NATIVE-AM,MALE,1,3
11/1/2014,CHATTOOGA,NATIVE-AM,FEMALE,0,4
11/1/2014,CHATTOOGA,NATIVE-AM,UNKNOWN,0,0
11/1/2014,CHATTOOGA,OTHER,MALE,5,27
11/1/2014,CHATTOOGA,OTHER,FEMALE,3,25
11/1/2014,CHATTOOGA,OTHER,UNKNOWN,0,0
11/1/2014,CHATTOOGA,UNKNOWN,MALE,77,352
11/1/2014,CHATTOOGA,UNKNOWN,FEMALE,85,360
11/1/2014,CHATTOOGA,UNKNOWN,UNKNOWN,0,0
11/1/2014,CHEROKEE,BLACK,MALE,1187,3384
11/1/2014,CHEROKEE,BLACK,FEMALE,1908,4282
11/1/2014,CHEROKEE,BLACK,UNKNOWN,0,1
11/1/2014,CHEROKEE,WHITE,MALE,28737,57453
11/1/2014,CHEROKEE,WHITE,FEMALE,30455,64315
11/1/2014,CHEROKEE,WHITE,UNKNOWN,1,6
11/1/2014,CHEROKEE,ASIA-PI,MALE,163,583
11/1/2014,CHEROKEE,ASIA-PI,FEMALE,215,766
11/1/2014,CHEROKEE,ASIA-PI,UNKNOWN,0,0
11/1/2014,CHEROKEE,HISP-LT,MALE,441,1712
11/1/2014,CHEROKEE,HISP-LT,FEMALE,516,2050
11/1/2014,CHEROKEE,HISP-LT,UNKNOWN,0,0
11/1/2014,CHEROKEE,NATIVE-AM,MALE,17,43
11/1/2014,CHEROKEE,NATIVE-AM,FEMALE,10,46
11/1/2014,CHEROKEE,NATIVE-AM,UNKNOWN,0,0
11/1/2014,CHEROKEE,OTHER,MALE,243,667
11/1/2014,CHEROKEE,OTHER,FEMALE,235,699
11/1/2014,CHEROKEE,OTHER,UNKNOWN,1,1
11/1/2014,CHEROKEE,UNKNOWN,MALE,1787,5284
11/1/2014,CHEROKEE,UNKNOWN,FEMALE,1638,4836
11/1/2014,CHEROKEE,UNKNOWN,UNKNOWN,3,8
11/1/2014,CLARKE,BLACK,MALE,2131,6989
11/1/2014,CLARKE,BLACK,FEMALE,4130,10638
11/1/2014,CLARKE,BLACK,UNKNOWN,1,6
11/1/2014,CLARKE,WHITE,MALE,8036,18505
11/1/2014,CLARKE,WHITE,FEMALE,8976,20668
11/1/2014,CLARKE,WHITE,UNKNOWN,8,20
11/1/2014,CLARKE,ASIA-PI,MALE,97,494
11/1/2014,CLARKE,ASIA-PI,FEMALE,119,584
11/1/2014,CLARKE,ASIA-PI,UNKNOWN,0,0
11/1/2014,CLARKE,HISP-LT,MALE,141,648
11/1/2014,CLARKE,HISP-LT,FEMALE,174,727
11/1/2014,CLARKE,HISP-LT,UNKNOWN,0,1
11/1/2014,CLARKE,NATIVE-AM,MALE,4,10
11/1/2014,CLARKE,NATIVE-AM,FEMALE,1,13
11/1/2014,CLARKE,NATIVE-AM,UNKNOWN,0,0
11/1/2014,CLARKE,OTHER,MALE,91,380
11/1/2014,CLARKE,OTHER,FEMALE,115,438
11/1/2014,CLARKE,OTHER,UNKNOWN,1,2
11/1/2014,CLARKE,UNKNOWN,MALE,944,3605
11/1/2014,CLARKE,UNKNOWN,FEMALE,988,3571
11/1/2014,CLARKE,UNKNOWN,UNKNOWN,9,32
11/1/2014,CLAY,BLACK,MALE,164,386
11/1/2014,CLAY,BLACK,FEMALE,310,654
11/1/2014,CLAY,BLACK,UNKNOWN,0,0
11/1/2014,CLAY,WHITE,MALE,238,365
11/1/2014,CLAY,WHITE,FEMALE,236,390
11/1/2014,CLAY,WHITE,UNKNOWN,0,0
11/1/2014,CLAY,ASIA-PI,MALE,0,2
11/1/2014,CLAY,ASIA-PI,FEMALE,1,2
11/1/2014,CLAY,ASIA-PI,UNKNOWN,0,0
11/1/2014,CLAY,HISP-LT,MALE,1,2
11/1/2014,CLAY,HISP-LT,FEMALE,0,1
11/1/2014,CLAY,HISP-LT,UNKNOWN,0,0
11/1/2014,CLAY,NATIVE-AM,MALE,0,0
11/1/2014,CLAY,NATIVE-AM,FEMALE,0,0
11/1/2014,CLAY,NATIVE-AM,UNKNOWN,0,0
11/1/2014,CLAY,OTHER,MALE,0,1
11/1/2014,CLAY,OTHER,FEMALE,0,2
11/1/2014,CLAY,OTHER,UNKNOWN,0,0
11/1/2014,CLAY,UNKNOWN,MALE,3,14
11/1/2014,CLAY,UNKNOWN,FEMALE,5,11
11/1/2014,CLAY,UNKNOWN,UNKNOWN,0,0
11/1/2014,CLAYTON,BLACK,MALE,16746,46447
11/1/2014,CLAYTON,BLACK,FEMALE,31249,65246
11/1/2014,CLAYTON,BLACK,UNKNOWN,14,42
11/1/2014,CLAYTON,WHITE,MALE,4855,10120
11/1/2014,CLAYTON,WHITE,FEMALE,5476,11937
11/1/2014,CLAYTON,WHITE,UNKNOWN,3,3
11/1/2014,CLAYTON,ASIA-PI,MALE,364,1831
11/1/2014,CLAYTON,ASIA-PI,FEMALE,283,1750
11/1/2014,CLAYTON,ASIA-PI,UNKNOWN,1,11
11/1/2014,CLAYTON,HISP-LT,MALE,325,1712
11/1/2014,CLAYTON,HISP-LT,FEMALE,458,1970
11/1/2014,CLAYTON,HISP-LT,UNKNOWN,0,5
11/1/2014,CLAYTON,NATIVE-AM,MALE,9,35
11/1/2014,CLAYTON,NATIVE-AM,FEMALE,11,51
11/1/2014,CLAYTON,NATIVE-AM,UNKNOWN,0,0
11/1/2014,CLAYTON,OTHER,MALE,211,875
11/1/2014,CLAYTON,OTHER,FEMALE,361,1202
11/1/2014,CLAYTON,OTHER,UNKNOWN,0,3
11/1/2014,CLAYTON,UNKNOWN,MALE,1368,5877
11/1/2014,CLAYTON,UNKNOWN,FEMALE,2092,6266
11/1/2014,CLAYTON,UNKNOWN,UNKNOWN,8,52
11/1/2014,CLINCH,BLACK,MALE,83,454
11/1/2014,CLINCH,BLACK,FEMALE,174,707
11/1/2014,CLINCH,BLACK,UNKNOWN,0,2
11/1/2014,CLINCH,WHITE,MALE,451,1228
11/1/2014,CLINCH,WHITE,FEMALE,462,1439
11/1/2014,CLINCH,WHITE,UNKNOWN,0,0
11/1/2014,CLINCH,ASIA-PI,MALE,1,3
11/1/2014,CLINCH,ASIA-PI,FEMALE,2,6
11/1/2014,CLINCH,ASIA-PI,UNKNOWN,0,0
11/1/2014,CLINCH,HISP-LT,MALE,0,5
11/1/2014,CLINCH,HISP-LT,FEMALE,1,8
11/1/2014,CLINCH,HISP-LT,UNKNOWN,0,0
11/1/2014,CLINCH,NATIVE-AM,MALE,0,0
11/1/2014,CLINCH,NATIVE-AM,FEMALE,0,0
11/1/2014,CLINCH,NATIVE-AM,UNKNOWN,0,0
11/1/2014,CLINCH,OTHER,MALE,0,3
11/1/2014,CLINCH,OTHER,FEMALE,0,5
11/1/2014,CLINCH,OTHER,UNKNOWN,0,0
11/1/2014,CLINCH,UNKNOWN,MALE,18,126
11/1/2014,CLINCH,UNKNOWN,FEMALE,18,83
11/1/2014,CLINCH,UNKNOWN,UNKNOWN,0,0
11/1/2014,COBB,BLACK,MALE,18117,48755
11/1/2014,COBB,BLACK,FEMALE,31570,69406
11/1/2014,COBB,BLACK,UNKNOWN,24,83
11/1/2014,COBB,WHITE,MALE,72015,135324
11/1/2014,COBB,WHITE,FEMALE,77793,150401
11/1/2014,COBB,WHITE,UNKNOWN,43,145
11/1/2014,COBB,ASIA-PI,MALE,1407,5151
11/1/2014,COBB,ASIA-PI,FEMALE,1564,5816
11/1/2014,COBB,ASIA-PI,UNKNOWN,3,15
11/1/2014,COBB,HISP-LT,MALE,1743,6774
11/1/2014,COBB,HISP-LT,FEMALE,2284,8358
11/1/2014,COBB,HISP-LT,UNKNOWN,4,23
11/1/2014,COBB,NATIVE-AM,MALE,64,209
11/1/2014,COBB,NATIVE-AM,FEMALE,83,262
11/1/2014,COBB,NATIVE-AM,UNKNOWN,0,0
11/1/2014,COBB,OTHER,MALE,1104,3264
11/1/2014,COBB,OTHER,FEMALE,1449,4262
11/1/2014,COBB,OTHER,UNKNOWN,4,22
11/1/2014,COBB,UNKNOWN,MALE,2544,11514
11/1/2014,COBB,UNKNOWN,FEMALE,2794,11336
11/1/2014,COBB,UNKNOWN,UNKNOWN,34,175
11/1/2014,COFFEE,BLACK,MALE,697,2576
11/1/2014,COFFEE,BLACK,FEMALE,1244,3574
11/1/2014,COFFEE,BLACK,UNKNOWN,0,0
11/1/2014,COFFEE,WHITE,MALE,3059,6967
11/1/2014,COFFEE,WHITE,FEMALE,3353,8106
11/1/2014,COFFEE,WHITE,UNKNOWN,0,0
11/1/2014,COFFEE,ASIA-PI,MALE,13,42
11/1/2014,COFFEE,ASIA-PI,FEMALE,16,56
11/1/2014,COFFEE,ASIA-PI,UNKNOWN,0,0
11/1/2014,COFFEE,HISP-LT,MALE,23,238
11/1/2014,COFFEE,HISP-LT,FEMALE,19,225
11/1/2014,COFFEE,HISP-LT,UNKNOWN,0,0
11/1/2014,COFFEE,NATIVE-AM,MALE,2,5
11/1/2014,COFFEE,NATIVE-AM,FEMALE,1,9
11/1/2014,COFFEE,NATIVE-AM,UNKNOWN,0,0
11/1/2014,COFFEE,OTHER,MALE,7,51
11/1/2014,COFFEE,OTHER,FEMALE,9,51
11/1/2014,COFFEE,OTHER,UNKNOWN,0,0
11/1/2014,COFFEE,UNKNOWN,MALE,31,148
11/1/2014,COFFEE,UNKNOWN,FEMALE,25,131
11/1/2014,COFFEE,UNKNOWN,UNKNOWN,1,1
11/1/2014,COLQUITT,BLACK,MALE,504,2210
11/1/2014,COLQUITT,BLACK,FEMALE,876,3041
11/1/2014,COLQUITT,BLACK,UNKNOWN,0,0
11/1/2014,COLQUITT,WHITE,MALE,3170,6962
11/1/2014,COLQUITT,WHITE,FEMALE,3370,8145
11/1/2014,COLQUITT,WHITE,UNKNOWN,0,1
11/1/2014,COLQUITT,ASIA-PI,MALE,3,39
11/1/2014,COLQUITT,ASIA-PI,FEMALE,4,38
11/1/2014,COLQUITT,ASIA-PI,UNKNOWN,0,0
11/1/2014,COLQUITT,HISP-LT,MALE,19,258
11/1/2014,COLQUITT,HISP-LT,FEMALE,16,280
11/1/2014,COLQUITT,HISP-LT,UNKNOWN,0,0
11/1/2014,COLQUITT,NATIVE-AM,MALE,0,3
11/1/2014,COLQUITT,NATIVE-AM,FEMALE,0,2
11/1/2014,COLQUITT,NATIVE-AM,UNKNOWN,0,0
11/1/2014,COLQUITT,OTHER,MALE,3,44
11/1/2014,COLQUITT,OTHER,FEMALE,15,67
11/1/2014,COLQUITT,OTHER,UNKNOWN,0,0
11/1/2014,COLQUITT,UNKNOWN,MALE,77,413
11/1/2014,COLQUITT,UNKNOWN,FEMALE,94,429
11/1/2014,COLQUITT,UNKNOWN,UNKNOWN,1,10
11/1/2014,COLUMBIA,BLACK,MALE,2368,5636
11/1/2014,COLUMBIA,BLACK,FEMALE,3428,7278
11/1/2014,COLUMBIA,BLACK,UNKNOWN,4,13
11/1/2014,COLUMBIA,WHITE,MALE,15384,30946
11/1/2014,COLUMBIA,WHITE,FEMALE,16035,34765
11/1/2014,COLUMBIA,WHITE,UNKNOWN,6,29
11/1/2014,COLUMBIA,ASIA-PI,MALE,284,922
11/1/2014,COLUMBIA,ASIA-PI,FEMALE,323,1182
11/1/2014,COLUMBIA,ASIA-PI,UNKNOWN,0,2
11/1/2014,COLUMBIA,HISP-LT,MALE,215,747
11/1/2014,COLUMBIA,HISP-LT,FEMALE,222,972
11/1/2014,COLUMBIA,HISP-LT,UNKNOWN,0,1
11/1/2014,COLUMBIA,NATIVE-AM,MALE,15,34
11/1/2014,COLUMBIA,NATIVE-AM,FEMALE,15,44
11/1/2014,COLUMBIA,NATIVE-AM,UNKNOWN,0,0
11/1/2014,COLUMBIA,OTHER,MALE,154,520
11/1/2014,COLUMBIA,OTHER,FEMALE,169,653
11/1/2014,COLUMBIA,OTHER,UNKNOWN,0,1
11/1/2014,COLUMBIA,UNKNOWN,MALE,1004,3617
11/1/2014,COLUMBIA,UNKNOWN,FEMALE,1003,3553
11/1/2014,COLUMBIA,UNKNOWN,UNKNOWN,12,25
11/1/2014,COOK,BLACK,MALE,311,990
11/1/2014,COOK,BLACK,FEMALE,586,1483
11/1/2014,COOK,BLACK,UNKNOWN,0,0
11/1/2014,COOK,WHITE,MALE,1317,2913
11/1/2014,COOK,WHITE,FEMALE,1348,3286
11/1/2014,COOK,WHITE,UNKNOWN,0,0
11/1/2014,COOK,ASIA-PI,MALE,2,19
11/1/2014,COOK,ASIA-PI,FEMALE,5,19
11/1/2014,COOK,ASIA-PI,UNKNOWN,0,0
11/1/2014,COOK,HISP-LT,MALE,4,38
11/1/2014,COOK,HISP-LT,FEMALE,5,51
11/1/2014,COOK,HISP-LT,UNKNOWN,0,0
11/1/2014,COOK,NATIVE-AM,MALE,1,3
11/1/2014,COOK,NATIVE-AM,FEMALE,0,2
11/1/2014,COOK,NATIVE-AM,UNKNOWN,0,0
11/1/2014,COOK,OTHER,MALE,3,17
11/1/2014,COOK,OTHER,FEMALE,9,23
11/1/2014,COOK,OTHER,UNKNOWN,0,0
11/1/2014,COOK,UNKNOWN,MALE,36,141
11/1/2014,COOK,UNKNOWN,FEMALE,20,102
11/1/2014,COOK,UNKNOWN,UNKNOWN,0,0
11/1/2014,COWETA,BLACK,MALE,1969,5404
11/1/2014,COWETA,BLACK,FEMALE,3479,7675
11/1/2014,COWETA,BLACK,UNKNOWN,6,9
11/1/2014,COWETA,WHITE,MALE,14238,29172
11/1/2014,COWETA,WHITE,FEMALE,15005,32562
11/1/2014,COWETA,WHITE,UNKNOWN,10,29
11/1/2014,COWETA,ASIA-PI,MALE,38,256
11/1/2014,COWETA,ASIA-PI,FEMALE,80,352
11/1/2014,COWETA,ASIA-PI,UNKNOWN,0,0
11/1/2014,COWETA,HISP-LT,MALE,164,703
11/1/2014,COWETA,HISP-LT,FEMALE,201,839
11/1/2014,COWETA,HISP-LT,UNKNOWN,1,6
11/1/2014,COWETA,NATIVE-AM,MALE,3,9
11/1/2014,COWETA,NATIVE-AM,FEMALE,2,6
11/1/2014,COWETA,NATIVE-AM,UNKNOWN,0,0
11/1/2014,COWETA,OTHER,MALE,70,279
11/1/2014,COWETA,OTHER,FEMALE,85,294
11/1/2014,COWETA,OTHER,UNKNOWN,0,0
11/1/2014,COWETA,UNKNOWN,MALE,1157,3602
11/1/2014,COWETA,UNKNOWN,FEMALE,1250,3751
11/1/2014,COWETA,UNKNOWN,UNKNOWN,3,28
11/1/2014,CRAWFORD,BLACK,MALE,302,724
11/1/2014,CRAWFORD,BLACK,FEMALE,497,936
11/1/2014,CRAWFORD,BLACK,UNKNOWN,0,0
11/1/2014,CRAWFORD,WHITE,MALE,1231,2644
11/1/2014,CRAWFORD,WHITE,FEMALE,1236,2860
11/1/2014,CRAWFORD,WHITE,UNKNOWN,0,2
11/1/2014,CRAWFORD,ASIA-PI,MALE,2,6
11/1/2014,CRAWFORD,ASIA-PI,FEMALE,3,7
11/1/2014,CRAWFORD,ASIA-PI,UNKNOWN,0,0
11/1/2014,CRAWFORD,HISP-LT,MALE,1,17
11/1/2014,CRAWFORD,HISP-LT,FEMALE,0,15
11/1/2014,CRAWFORD,HISP-LT,UNKNOWN,0,0
11/1/2014,CRAWFORD,NATIVE-AM,MALE,1,1
11/1/2014,CRAWFORD,NATIVE-AM,FEMALE,0,0
11/1/2014,CRAWFORD,NATIVE-AM,UNKNOWN,0,0
11/1/2014,CRAWFORD,OTHER,MALE,3,15
11/1/2014,CRAWFORD,OTHER,FEMALE,3,12
11/1/2014,CRAWFORD,OTHER,UNKNOWN,0,0
11/1/2014,CRAWFORD,UNKNOWN,MALE,28,136
11/1/2014,CRAWFORD,UNKNOWN,FEMALE,27,87
11/1/2014,CRAWFORD,UNKNOWN,UNKNOWN,0,0
11/1/2014,CRISP,BLACK,MALE,535,2011
11/1/2014,CRISP,BLACK,FEMALE,992,3072
11/1/2014,CRISP,BLACK,UNKNOWN,0,0
11/1/2014,CRISP,WHITE,MALE,1654,3012
11/1/2014,CRISP,WHITE,FEMALE,1916,3620
11/1/2014,CRISP,WHITE,UNKNOWN,0,0
11/1/2014,CRISP,ASIA-PI,MALE,5,33
11/1/2014,CRISP,ASIA-PI,FEMALE,4,38
11/1/2014,CRISP,ASIA-PI,UNKNOWN,0,0
11/1/2014,CRISP,HISP-LT,MALE,6,26
11/1/2014,CRISP,HISP-LT,FEMALE,10,35
11/1/2014,CRISP,HISP-LT,UNKNOWN,0,0
11/1/2014,CRISP,NATIVE-AM,MALE,0,2
11/1/2014,CRISP,NATIVE-AM,FEMALE,0,0
11/1/2014,CRISP,NATIVE-AM,UNKNOWN,0,0
11/1/2014,CRISP,OTHER,MALE,2,21
11/1/2014,CRISP,OTHER,FEMALE,2,12
11/1/2014,CRISP,OTHER,UNKNOWN,0,0
11/1/2014,CRISP,UNKNOWN,MALE,30,98
11/1/2014,CRISP,UNKNOWN,FEMALE,23,94
11/1/2014,CRISP,UNKNOWN,UNKNOWN,0,2
11/1/2014,DADE,BLACK,MALE,3,26
11/1/2014,DADE,BLACK,FEMALE,5,29
11/1/2014,DADE,BLACK,UNKNOWN,0,0
11/1/2014,DADE,WHITE,MALE,1640,4400
11/1/2014,DADE,WHITE,FEMALE,1726,4916
11/1/2014,DADE,WHITE,UNKNOWN,0,0
11/1/2014,DADE,ASIA-PI,MALE,1,17
11/1/2014,DADE,ASIA-PI,FEMALE,5,17
11/1/2014,DADE,ASIA-PI,UNKNOWN,0,0
11/1/2014,DADE,HISP-LT,MALE,1,22
11/1/2014,DADE,HISP-LT,FEMALE,4,26
11/1/2014,DADE,HISP-LT,UNKNOWN,0,0
11/1/2014,DADE,NATIVE-AM,MALE,0,1
11/1/2014,DADE,NATIVE-AM,FEMALE,2,4
11/1/2014,DADE,NATIVE-AM,UNKNOWN,0,0
11/1/2014,DADE,OTHER,MALE,2,10
11/1/2014,DADE,OTHER,FEMALE,1,12
11/1/2014,DADE,OTHER,UNKNOWN,0,0
11/1/2014,DADE,UNKNOWN,MALE,56,307
11/1/2014,DADE,UNKNOWN,FEMALE,66,287
11/1/2014,DADE,UNKNOWN,UNKNOWN,0,0
11/1/2014,DAWSON,BLACK,MALE,4,32
11/1/2014,DAWSON,BLACK,FEMALE,6,18
11/1/2014,DAWSON,BLACK,UNKNOWN,0,0
11/1/2014,DAWSON,WHITE,MALE,3436,6501
11/1/2014,DAWSON,WHITE,FEMALE,3634,7177
11/1/2014,DAWSON,WHITE,UNKNOWN,0,0
11/1/2014,DAWSON,ASIA-PI,MALE,4,21
11/1/2014,DAWSON,ASIA-PI,FEMALE,8,30
11/1/2014,DAWSON,ASIA-PI,UNKNOWN,0,0
11/1/2014,DAWSON,HISP-LT,MALE,14,57
11/1/2014,DAWSON,HISP-LT,FEMALE,17,70
11/1/2014,DAWSON,HISP-LT,UNKNOWN,0,0
11/1/2014,DAWSON,NATIVE-AM,MALE,1,3
11/1/2014,DAWSON,NATIVE-AM,FEMALE,0,4
11/1/2014,DAWSON,NATIVE-AM,UNKNOWN,0,0
11/1/2014,DAWSON,OTHER,MALE,11,26
11/1/2014,DAWSON,OTHER,FEMALE,6,24
11/1/2014,DAWSON,OTHER,UNKNOWN,0,0
11/1/2014,DAWSON,UNKNOWN,MALE,119,388
11/1/2014,DAWSON,UNKNOWN,FEMALE,109,373
11/1/2014,DAWSON,UNKNOWN,UNKNOWN,3,3
11/1/2014,DECATUR,BLACK,MALE,697,2372
11/1/2014,DECATUR,BLACK,FEMALE,1404,3729
11/1/2014,DECATUR,BLACK,UNKNOWN,1,3
11/1/2014,DECATUR,WHITE,MALE,1883,4221
11/1/2014,DECATUR,WHITE,FEMALE,2102,5003
11/1/2014,DECATUR,WHITE,UNKNOWN,0,0
11/1/2014,DECATUR,ASIA-PI,MALE,2,15
11/1/2014,DECATUR,ASIA-PI,FEMALE,6,32
11/1/2014,DECATUR,ASIA-PI,UNKNOWN,0,0
11/1/2014,DECATUR,HISP-LT,MALE,9,72
11/1/2014,DECATUR,HISP-LT,FEMALE,8,82
11/1/2014,DECATUR,HISP-LT,UNKNOWN,0,0
11/1/2014,DECATUR,NATIVE-AM,MALE,1,2
11/1/2014,DECATUR,NATIVE-AM,FEMALE,0,6
11/1/2014,DECATUR,NATIVE-AM,UNKNOWN,0,0
11/1/2014,DECATUR,OTHER,MALE,8,27
11/1/2014,DECATUR,OTHER,FEMALE,10,37
11/1/2014,DECATUR,OTHER,UNKNOWN,0,0
11/1/2014,DECATUR,UNKNOWN,MALE,53,246
11/1/2014,DECATUR,UNKNOWN,FEMALE,43,174
11/1/2014,DECATUR,UNKNOWN,UNKNOWN,1,9
11/1/2014,DEKALB,BLACK,MALE,39910,107633
11/1/2014,DEKALB,BLACK,FEMALE,72190,148386
11/1/2014,DEKALB,BLACK,UNKNOWN,2,13
11/1/2014,DEKALB,WHITE,MALE,40101,73188
11/1/2014,DEKALB,WHITE,FEMALE,45318,83599
11/1/2014,DEKALB,WHITE,UNKNOWN,3,6
11/1/2014,DEKALB,ASIA-PI,MALE,1188,4354
11/1/2014,DEKALB,ASIA-PI,FEMALE,1287,4857
11/1/2014,DEKALB,ASIA-PI,UNKNOWN,0,2
11/1/2014,DEKALB,HISP-LT,MALE,903,3163
11/1/2014,DEKALB,HISP-LT,FEMALE,1188,3931
11/1/2014,DEKALB,HISP-LT,UNKNOWN,0,0
11/1/2014,DEKALB,NATIVE-AM,MALE,38,154
11/1/2014,DEKALB,NATIVE-AM,FEMALE,38,197
11/1/2014,DEKALB,NATIVE-AM,UNKNOWN,0,0
